Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,39400,39400,38550,38750,33061.84765625,7847664
2019-01-03,38300,38550,37450,37600,32080.662109375,12471493
2019-01-04,37450,37600,36850,37450,31952.66796875,14108958
2019-01-07,38000,38900,37800,38750,33061.84765625,12748997
2019-01-08,38000,39200,37950,38100,32507.259765625,12756554
2019-01-09,38650,39600,38300,39600,33787.06640625,17452708
2019-01-10,40000,40150,39600,39800,33957.72265625,14731699
2019-01-11,40350,40550,39950,40500,34554.96484375,11661063
2019-01-14,40450,40700,39850,40050,34171.0234375,11984996
2019-01-15,40050,41100,39850,41100,35066.8984375,11492756
2019-01-16,41150,41450,40700,41450,35365.51953125,8491595
2019-01-17,41700,42100,41450,41950,35792.1171875,11736903
2019-01-18,42000,42400,41950,42300,36090.74609375,11029256
2019-01-21,42700,42750,41900,42750,36474.6875,11355701
2019-01-22,42750,42850,41850,42150,35962.76953125,9964356
2019-01-23,41350,42250,41350,42000,35834.77734375,11071079
2019-01-24,43050,43100,42350,43050,36730.6484375,14747623
2019-01-25,44300,44750,43750,44750,38181.1015625,22789395
2019-01-28,45000,45500,44600,45050,38437.05859375,17998914
2019-01-29,45050,45500,44350,45500,38821.0234375,16215017
2019-01-30,44800,46400,44800,46400,39588.89453125,17505980
2019-01-31,46650,47050,46150,46150,39375.6015625,21621145
2019-02-01,46650,46950,46250,46350,39546.23828125,13832454
2019-02-07,46800,47100,46200,46200,39418.265625,15872001
2019-02-08,45700,45700,44650,44800,38223.76953125,12689196
2019-02-11,44500,45000,44250,45000,38394.40625,11125044
2019-02-12,44650,46250,44650,46050,39290.2734375,13184367
2019-02-13,46400,46700,46000,46200,39418.265625,11299738
2019-02-14,46600,47500,46150,47500,40527.4375,17259341
2019-02-15,46750,46850,45650,46050,39290.2734375,10554643
2019-02-18,46500,46850,45850,46200,39418.265625,8183728
2019-02-19,45850,46150,45450,45950,39204.95703125,6741395
2019-02-20,46750,47100,46500,46900,40015.50390625,11506720
2019-02-21,46500,47200,46200,46950,40058.1640625,8694009
2019-02-22,46500,47150,46450,47150,40228.796875,6895772
2019-02-25,47400,47550,47050,47350,40399.4375,7484716
2019-02-26,47350,47450,46500,46750,39887.5234375,7985547
2019-02-27,47000,47250,46750,46750,39887.5234375,8045211
2019-02-28,46400,46500,45100,45100,38479.7265625,23569321
2019-03-04,46000,46100,44800,44850,38266.42578125,12926539
2019-03-05,44600,45100,44150,44250,37754.49609375,10612405
2019-03-06,44000,44300,43700,44000,37541.1875,10202544
2019-03-07,43400,44950,43400,44450,37925.140625,11049749
2019-03-08,44450,44800,43800,43800,37370.5546875,7729069
2019-03-11,44400,44450,43650,43650,37242.5625,10717408
2019-03-12,44300,44950,44150,44650,38095.7890625,11431977
2019-03-13,44250,44450,43700,43850,37413.21875,8108343
2019-03-14,43700,44300,43550,43850,37413.21875,18039161
2019-03-15,43800,44250,43700,44200,37711.84375,16814163
2019-03-18,43950,44150,43450,43700,37285.234375,8188876
2019-03-19,43750,43900,43550,43900,37455.875,7609563
2019-03-20,43800,44200,43100,44050,37583.85546875,9846242
2019-03-21,44600,46250,44050,45850,39119.64453125,21138016
2019-03-22,46850,47000,46250,46550,39716.87890625,12535911
2019-03-25,45300,45650,44800,45500,38821.0234375,8699728
2019-03-26,45500,45700,44900,45250,38607.70703125,9729811
2019-03-27,44750,45600,44250,45350,38693.02734375,9568081
2019-03-28,44950,45200,44300,44850,38567.48046875,6821306
2019-03-29,44500,44900,44200,44650,38395.50390625,11491713
2019-04-01,45200,45450,44850,45050,38739.45703125,7362129
2019-04-02,45550,46100,45350,45750,39341.40625,9480688
2019-04-03,46750,46750,45800,46600,40072.34375,12436570
2019-04-04,46150,47100,46150,46950,40373.3125,12650168
2019-04-05,46950,47550,46600,46850,40287.328125,8546339
2019-04-08,47250,47250,46150,46650,40115.34375,8507909
2019-04-09,46700,46950,46200,46650,40115.34375,6878761
2019-04-10,46400,46700,46050,46700,40158.328125,11883995
2019-04-11,46700,46800,46150,46250,39771.3671875,13697399
2019-04-12,46050,46900,46000,46850,40287.328125,7668936
2019-04-15,47150,47500,47000,47050,40459.3203125,8733019
2019-04-16,47400,47400,46800,47250,40631.28515625,7730881
2019-04-17,47300,47600,47000,47050,40459.3203125,5513658
2019-04-18,47200,47250,45500,45600,39212.41796875,12808747
2019-04-19,45750,46000,45250,45300,38954.44140625,8479710
2019-04-22,45400,45900,45100,45350,38997.4375,6006957
2019-04-23,45050,45500,45000,45200,38868.44921875,6920566
2019-04-24,45400,45650,44150,44750,38481.48828125,13299267
2019-04-25,44250,45000,44100,44650,38395.50390625,10868965
2019-04-26,44200,45000,43800,44850,38567.48046875,9739982
2019-04-29,45150,46150,45100,46150,39685.3828125,8777517
2019-04-30,46000,46300,45350,45850,39427.40625,11121273
2019-05-02,45500,46150,45400,45900,39470.3984375,8625126
2019-05-03,45900,46050,45300,45300,38954.44140625,6562916
2019-05-07,45250,45300,44400,44850,38567.48046875,12014907
2019-05-08,44300,44850,44200,44250,38051.52734375,10398754
2019-05-09,43900,44250,42450,42450,36503.66015625,23029718
2019-05-10,42600,43450,42450,42900,36890.63671875,14579512
2019-05-13,42500,43200,42350,42650,36675.65625,7635079
2019-05-14,41300,43100,41300,42650,36675.65625,11563730
2019-05-15,42700,43050,42550,42550,36589.65625,7670185
2019-05-16,42350,42400,41350,41550,35729.74609375,13687828
2019-05-17,41950,42050,40850,41200,35428.76171875,13357951
2019-05-20,41650,42100,41550,42000,36116.703125,15752397
2019-05-21,42600,43950,42350,43150,37105.61328125,18812133
2019-05-22,43700,43800,42400,43500,37406.59375,11033339
2019-05-23,43900,44000,43250,43850,37707.5625,12259006
2019-05-24,43800,43800,42400,42700,36718.640625,13966305
2019-05-27,42500,43000,42350,42650,36675.65625,8066669
2019-05-28,42550,42950,42150,42550,36589.65625,24506881
2019-05-29,41850,42100,41300,41800,35944.7265625,14930618
2019-05-30,42200,42700,42150,42550,36589.65625,11766018
2019-05-31,42600,42800,42150,42500,36546.66796875,11365999
2019-06-03,42950,43900,42500,43800,37664.56640625,15466580
2019-06-04,43400,43700,43000,43450,37363.5859375,9913497
2019-06-05,44050,44200,43700,43900,37750.55859375,12464135
2019-06-07,43600,44350,43450,44200,38008.53125,11683682
2019-06-10,44300,44850,44050,44800,38524.48828125,8792182
2019-06-11,44800,45000,44550,44850,38567.48046875,6664872
2019-06-12,44800,45050,44300,44600,38352.5078125,8607439
2019-06-13,44200,44400,43400,43750,37621.57421875,16906541
2019-06-14,43750,44150,43300,44000,37836.5390625,9322873
2019-06-17,43750,44050,43400,43900,37750.55859375,11890424
2019-06-18,43750,44500,43650,44350,38137.5234375,7994928
2019-06-19,45450,45450,45000,45350,38997.4375,10417690
2019-06-20,44850,45500,44850,45500,39126.4375,7147785
2019-06-21,45750,45800,45200,45700,39298.41796875,9454913
2019-06-24,45200,45800,45200,45500,39126.4375,6085066
2019-06-25,45200,45800,45200,45600,39212.41796875,7076774
2019-06-26,45800,46000,45600,45700,39298.41796875,9226097
2019-06-27,46000,46600,45750,46500,40298.5078125,12603534
2019-06-28,47000,47000,46700,47000,40731.8203125,12949231
2019-07-01,47350,47400,46250,46600,40385.1796875,11383522
2019-07-02,46200,46900,45850,46250,40081.84765625,8463073
2019-07-03,45750,46350,45200,45400,39345.20703125,9669368
2019-07-04,45250,46200,45250,46000,39865.19140625,6365573
2019-07-05,45950,45950,45250,45650,39561.8671875,7235395
2019-07-08,44750,44800,44350,44400,38478.578125,7823843
2019-07-09,44850,45450,44700,45100,39085.22265625,7646421
2019-07-10,45550,46150,45500,45550,39475.203125,9253930
2019-07-11,46350,46550,46150,46200,40038.52734375,10989751
2019-07-12,46350,46400,45800,46300,40125.1796875,5245804
2019-07-15,45950,46650,45750,46450,40255.1796875,4717226
2019-07-16,46450,46850,46300,46850,40601.83984375,7407824
2019-07-17,46150,46350,45950,46050,39908.5234375,5216602
2019-07-18,46450,46450,45650,46100,39951.85546875,5143554
2019-07-19,46650,46950,46600,46800,40558.5078125,8819393
2019-07-22,46800,47300,46600,47200,40905.15234375,9009109
2019-07-23,47350,47550,47050,47300,40991.8203125,9061381
2019-07-24,47100,47150,46250,46400,40211.84375,8756522
2019-07-25,47150,47200,46600,47200,40905.15234375,8408838
2019-07-26,46650,47150,46550,47150,40861.82421875,7873886
2019-07-29,46800,47050,46000,46100,39951.85546875,6856846
2019-07-30,46300,46850,46300,46550,40341.84375,5551014
2019-07-31,46200,46600,45000,45350,39301.875,12872916
2019-08-01,44900,45500,44850,45200,39171.8828125,7811181
2019-08-02,44550,45500,44300,44950,38955.23046875,12151374
2019-08-05,44350,44600,43600,43950,38088.58984375,14214086
2019-08-06,42500,43800,42500,43500,37698.609375,15083824
2019-08-07,43600,43900,43100,43200,37438.6171875,10002533
2019-08-08,43250,43500,42650,42650,36961.96875,16926881
2019-08-09,43250,43350,43050,43150,37395.28515625,9685147
2019-08-12,44000,44000,43550,43700,37871.9296875,8466169
2019-08-13,43500,43500,42950,43000,37265.296875,7276979
2019-08-14,43900,44250,43500,43700,37871.9296875,8750135
2019-08-16,43800,43900,43300,43900,38045.265625,9528115
2019-08-19,44350,44350,43500,43600,37785.2734375,6014218
2019-08-20,43950,44600,43550,44450,38521.90625,8434205
2019-08-21,44350,44800,44150,44500,38565.2421875,6571717
2019-08-22,44500,44700,43850,44050,38175.25390625,8061177
2019-08-23,43800,44200,43650,43950,38088.58984375,5017381
2019-08-26,43050,43800,42950,43600,37785.2734375,7954949
2019-08-27,43650,44200,43600,44050,38175.25390625,16883932
2019-08-28,44100,44400,43750,44150,38261.9140625,5758333
2019-08-29,44200,44200,43050,43400,37611.9375,10768862
2019-08-30,43750,44300,43750,44000,38131.91796875,9899073
2019-09-02,44850,44850,43650,43800,37958.59375,7185537
2019-09-03,43550,43650,43100,43250,37481.94921875,9774941
2019-09-04,43250,44100,43150,44100,38218.5859375,12441837
2019-09-05,44800,46100,44450,45700,39605.1953125,18297430
2019-09-06,46500,46500,45850,46300,40125.1796875,9896562
2019-09-09,46450,47000,46300,46900,40645.16015625,9434157
2019-09-10,47100,47200,46550,47000,40731.8203125,9231792
2019-09-11,47300,47400,46800,47150,40861.82421875,16141619
2019-09-16,47000,47100,46400,47100,40818.49609375,15550926
2019-09-17,47000,47100,46800,46900,40645.16015625,7006280
2019-09-18,46900,47700,46800,47700,41338.47265625,10413027
2019-09-19,48050,49200,47850,49150,42595.09375,16461413
2019-09-20,49400,49600,49100,49200,42638.4296875,15460210
2019-09-23,49250,49300,49000,49300,42725.08984375,7568553
2019-09-24,49050,49650,48850,49500,42898.40625,7871955
2019-09-25,49200,49350,48800,48900,42378.4296875,9187141
2019-09-26,49000,49250,48900,49200,42638.4296875,8494756
2019-09-27,48000,48700,48000,48400,42249.08984375,8048041
2019-09-30,48050,49250,47900,49050,42816.5,9497119
2019-10-01,48900,49100,48650,48850,42641.921875,6206035
2019-10-02,48350,48400,47600,47600,41550.76953125,8382463
2019-10-04,47400,48650,47350,48000,41899.94140625,9331695
2019-10-07,48350,48700,47650,47750,41681.7109375,7047273
2019-10-08,47900,49000,47600,48900,42685.55859375,14239367
2019-10-10,48200,49200,48000,48550,42380.03515625,18639855
2019-10-11,49000,49450,48800,49150,42903.7890625,7783275
2019-10-14,50000,50300,49850,50000,43645.765625,11130635
2019-10-15,49900,50200,49900,50100,43733.05859375,6058105
2019-10-16,50700,50900,50400,50700,44256.80078125,9136282
2019-10-17,50500,50600,50100,50500,44082.22265625,6701380
2019-10-18,50300,50900,49650,49900,43558.4765625,8483106
2019-10-21,49900,50400,49800,50300,43907.64453125,4406531
2019-10-22,50800,51500,50700,51200,44693.26953125,10898729
2019-10-23,51300,51500,50800,51200,44693.26953125,8663880
2019-10-24,52500,52500,50500,50700,44256.80078125,21185785
2019-10-25,50800,51200,50500,50900,44431.39453125,7879897
2019-10-28,50700,51500,50700,51300,44780.5546875,6431522
2019-10-29,51400,51700,50800,51100,44605.97265625,7581629
2019-10-30,50700,50800,50200,50400,43994.93359375,8959435
2019-10-31,51000,51400,50300,50400,43994.93359375,10304777
2019-11-01,50600,51200,50400,51200,44693.26953125,8467846
2019-11-04,51700,52300,51400,52300,45653.4765625,13012411
2019-11-05,52400,52700,52100,52700,46002.63671875,10581034
2019-11-06,52900,53500,52700,53300,46526.390625,14361133
2019-11-07,53400,53400,52400,52900,46177.22265625,9257116
2019-11-08,53200,53300,52000,52100,45478.88671875,11603290
2019-11-11,52200,52200,51400,51600,45042.41796875,8185952
2019-11-12,51800,52600,51600,52600,45915.33984375,6576148
2019-11-13,52500,52500,52000,52500,45828.05859375,6225196
2019-11-14,51900,52800,51900,52800,46089.92578125,12010018
2019-11-15,52900,53700,52600,53700,46875.5546875,9703360
2019-11-18,53600,53800,53200,53500,46700.97265625,7746554
2019-11-19,53200,53500,52700,53500,46700.97265625,8907177
2019-11-20,53400,53400,52000,52000,45391.60546875,12560070
2019-11-21,51600,52100,50600,51000,44518.6796875,14298646
2019-11-22,51000,51600,50900,51600,45042.41796875,8478310
2019-11-25,52200,52600,51700,51800,45217.01171875,9050625
2019-11-26,51900,52900,51800,51800,45217.01171875,27372226
2019-11-27,51800,52300,51600,52200,45566.17578125,7546261
2019-11-28,51900,52100,51300,51300,44780.5546875,6833885
2019-11-29,51200,51400,50200,50300,43907.64453125,11179334
2019-12-02,50900,51300,50400,50400,43994.93359375,18877252
2019-12-03,49800,50300,49500,49900,43558.4765625,12059812
2019-12-04,49600,49850,49000,49450,43165.66796875,13246549
2019-12-05,50200,50400,49500,49500,43209.3125,10449715
2019-12-06,50100,50900,49950,50400,43994.93359375,11414563
2019-12-09,50900,51400,50700,51200,44693.26953125,8470627
2019-12-10,51000,51600,50700,51500,44955.140625,6882771
2019-12-11,51500,52200,51400,51900,45304.30859375,11379521
2019-12-12,53000,53300,52700,53300,46526.390625,29178697
2019-12-13,54500,54800,53900,54700,47748.46484375,18120261
2019-12-16,54500,54900,54300,54700,47748.46484375,11512405
2019-12-17,55800,56700,55400,56700,49494.2890625,19358433
2019-12-18,56700,57200,56000,56300,49145.1328125,15558208
2019-12-19,57000,57300,55500,56000,48883.25390625,14180520
2019-12-20,56100,56500,55600,56000,48883.25390625,12095519
2019-12-23,56100,56400,55100,55500,48446.80078125,9839252
2019-12-24,55600,55700,54800,55000,48010.34765625,11868463
2019-12-26,54700,55400,54400,55400,48359.515625,9645034
2019-12-27,55700,56900,55500,56500,49636.90234375,12313056
2019-12-30,56200,56600,55700,55800,49021.92578125,8356767
2020-01-02,55500,56000,55000,55200,48494.80859375,12993228
2020-01-03,56000,56600,54900,55500,48758.359375,15422255
2020-01-06,54900,55600,54600,55500,48758.359375,10278951
2020-01-07,55700,56400,55600,55800,49021.92578125,10009778
2020-01-08,56200,57400,55900,56800,49900.44921875,23501171
2020-01-09,58400,58600,57400,58600,51481.79296875,24102579
2020-01-10,58800,59700,58300,59500,52272.48828125,16000170
2020-01-13,59600,60000,59100,60000,52711.75,11359139
2020-01-14,60400,61000,59900,60000,52711.75,16906295
2020-01-15,59500,59600,58900,59000,51833.21875,14300928
2020-01-16,59100,60700,59000,60700,53326.71875,14381774
2020-01-17,61900,62000,61000,61300,53853.8359375,16025661
2020-01-20,62000,62800,61700,62400,54820.21484375,12528855
2020-01-21,62000,62400,61200,61400,53941.6796875,11142693
2020-01-22,60500,62600,60400,62300,54732.359375,15339565
2020-01-23,61800,61800,60700,60800,53414.5703125,14916555
2020-01-28,59400,59400,58300,58800,51657.51171875,23664541
2020-01-29,59100,59700,58800,59100,51921.0703125,16446102
2020-01-30,58800,58800,56800,57200,50251.859375,20821939
2020-01-31,57800,58400,56400,56400,49549.0390625,19749457
2020-02-03,55500,57400,55200,57200,50251.859375,23995260
2020-02-04,57100,59000,56800,58900,51745.359375,21800192
2020-02-05,60000,60200,58900,59500,52272.48828125,19278165
2020-02-06,60100,61100,59700,61100,53678.1328125,14727159
2020-02-07,61100,61200,59700,60400,53063.15234375,16402493
2020-02-10,59200,59800,59100,59700,52448.1875,13107121
2020-02-11,59800,60700,59700,59900,52623.88671875,11071231
2020-02-12,60300,60700,59700,60500,53151,12904207
2020-02-13,61200,61600,60500,60700,53326.71875,18449775
2020-02-14,60900,61900,60200,61800,54293.09765625,13276067
2020-02-17,61600,62000,61200,61500,54029.53515625,8740596
2020-02-18,60800,60900,59700,59800,52536.0390625,16674266
2020-02-19,59800,60400,59400,60200,52887.4453125,12951496
2020-02-20,60700,61300,59600,60000,52711.75,14591924
2020-02-21,58800,59800,58500,59200,52008.91796875,13777393
2020-02-24,57400,58100,56800,56800,49900.44921875,25627537
2020-02-25,56200,58000,56200,57900,50866.82421875,23885408
2020-02-26,56000,57000,56000,56500,49636.90234375,25483102
2020-02-27,56300,56900,55500,55900,49109.76953125,23209541
2020-02-28,55000,55500,54200,54200,47616.2734375,30054227
2020-03-02,54300,55500,53600,55000,48319.1015625,30403412
2020-03-03,56700,56900,55100,55400,48670.51171875,30330295
2020-03-04,54800,57600,54600,57400,50427.5703125,24765728
2020-03-05,57600,58000,56700,57800,50778.984375,21698990
2020-03-06,56500,57200,56200,56500,49636.90234375,18716656
2020-03-09,56500,56500,56500,56500,49636.90234375,0
2020-03-10,53800,54900,53700,54600,47967.68359375,32106554
2020-03-11,54300,54400,52000,52100,45771.359375,45707281
2020-03-12,52100,52100,52100,52100,45771.359375,0
2020-03-13,47450,51600,46850,49950,43882.51953125,59462933
2020-03-16,50100,50900,48800,48900,42960.0625,33339821
2020-03-17,46900,49650,46700,47300,41554.421875,51218151
2020-03-18,47750,48350,45600,45600,40060.921875,40152623
2020-03-19,46400,46650,42300,42950,37732.828125,56925513
2020-03-20,44150,45500,43550,45400,39885.21484375,49730008
2020-03-23,42600,43550,42400,42500,37337.48046875,41701626
2020-03-24,43850,46950,43050,46950,41246.93359375,49801908
2020-03-25,48950,49600,47150,48650,42740.44140625,52735922
2020-03-26,49000,49300,47700,47800,41993.6953125,42185129
2020-03-27,49600,49700,46850,48300,42432.95703125,39896178
2020-03-30,47050,48350,46550,47850,42347.99609375,26797395
2020-03-31,48000,48500,47150,47750,42259.484375,30654261
2020-04-01,47450,47900,45800,45800,40533.703125,27259532
2020-04-02,46200,46850,45350,46800,41418.7265625,21621076
2020-04-03,47400,47600,46550,47000,41595.72265625,22784682
2020-04-06,47500,48800,47250,48700,43100.25,23395726
2020-04-07,49650,50200,49000,49600,43896.765625,31524034
2020-04-08,49600,49750,48600,48600,43011.75,25010314
2020-04-09,49750,49800,48700,49100,43454.26953125,22628058
2020-04-10,48950,49250,48650,49250,43587.01171875,17839111
2020-04-13,48650,48900,48300,48300,42746.25,14431800
2020-04-14,48800,49200,48300,49000,43365.765625,14206216
2020-04-16,49350,49350,48550,49000,43365.765625,23349760
2020-04-17,50800,52000,50300,51400,45489.8046875,32041675
2020-04-20,51400,51400,50000,50100,44339.2734375,21866354
2020-04-21,49400,49700,48700,49250,43587.01171875,27407543
2020-04-22,48700,50000,48350,49850,44118.01171875,18613864
2020-04-23,50200,50300,49500,49850,44118.01171875,18754442
2020-04-24,49650,49750,49000,49350,43675.50390625,15618347
2020-04-27,49350,50000,49100,49850,44118.01171875,14049471
2020-04-28,49850,50100,49300,50100,44339.2734375,16095399
2020-04-29,49900,50500,49600,50000,44250.7734375,15604533
2020-05-04,48900,49100,48500,48500,42923.25,26083749
2020-05-06,49000,49200,48500,49200,43542.765625,18070225
2020-05-07,49200,49300,48700,48800,43188.75,13884411
2020-05-08,49100,49350,48800,48800,43188.75,15319700
2020-05-11,48900,49250,48300,48400,42834.75390625,16357743
2020-05-12,48400,48500,47550,47900,42392.2421875,23433590
2020-05-13,47250,48550,47200,48550,42967.4921875,20223277
2020-05-14,47750,48100,47650,48000,42480.75,19305974
2020-05-15,48400,48450,47700,47850,42347.99609375,18463118
2020-05-18,47950,49100,47600,48800,43188.75,20481981
2020-05-19,50100,50500,49700,50300,44516.27734375,25168295
2020-05-20,50000,50200,49800,50000,44250.7734375,14896899
2020-05-21,50300,50400,49850,49950,44206.51953125,14949266
2020-05-22,49600,49800,48600,48750,43144.49609375,19706284
2020-05-25,48750,48900,48450,48850,43233.015625,14337913
2020-05-26,48700,49450,48600,49250,43587.01171875,15127490
2020-05-27,48950,50000,48800,49900,44162.27734375,19548479
2020-05-28,51100,51200,49900,50400,44604.77734375,31309318
2020-05-29,50000,50700,49700,50700,44870.28125,27596961
2020-06-01,50800,51200,50600,51200,45312.796875,16949183
2020-06-02,51000,51500,50800,51400,45489.8046875,14247933
2020-06-03,51800,55000,51700,54500,48233.34765625,49257814
2020-06-04,55800,57000,54600,54600,48321.83984375,40220334
2020-06-05,54400,55900,54000,55500,49118.359375,22743629
2020-06-08,56400,56500,54700,54900,48587.35546875,25634965
2020-06-09,55800,56500,54400,55500,49118.359375,23998831
2020-06-10,55100,55900,54900,55400,49029.859375,16742493
2020-06-11,54500,55100,53200,54300,48056.34765625,33815123
2020-06-12,52100,52800,51500,52300,46286.3125,26976019
2020-06-15,51400,52000,49900,49900,44162.27734375,28772921
2020-06-16,51200,52100,50600,52100,46109.3046875,21808375
2020-06-17,52100,52900,51300,52200,46197.8125,26672595
2020-06-18,52200,52300,51600,52300,46286.3125,15982926
2020-06-19,52600,52900,51600,52900,46817.32421875,18157985
2020-06-22,52000,52600,51800,52000,46020.80859375,13801350
2020-06-23,52500,52800,51100,51400,45489.8046875,18086152
2020-06-24,51900,53900,51600,52900,46817.32421875,24519552
2020-06-25,52100,53000,51900,51900,45932.296875,18541624
2020-06-26,52800,53900,52200,53300,47171.328125,21575360
2020-06-29,52500,53200,52000,52400,46684.875,17776925
2020-06-30,53900,53900,52800,52800,47041.25,21157172
2020-07-01,53400,53600,52400,52600,46863.06640625,16706143
2020-07-02,52100,52900,52100,52900,47130.34375,14142583
2020-07-03,53000,53600,52700,53600,47753.9921875,11887868
2020-07-06,54000,55000,53800,55000,49001.30078125,19856623
